"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",2,203,1,89
"2",3,211,1,94
"3",1,198,1,84
"4",0,188,0,77
"5",1,188,0,83
"6",1,183,1,89
"7",3,179,3,96
"8",1,201,0,85
"9",2,219,1,89
"10",3,206,2,94
"11",2,203,2,95
"12",3,205,1,87
"13",2,202,0,106
"14",2,195,0,72
"15",1,181,0,99
"16",4,216,2,103
"17",2,197,2,80
"18",2,204,1,92
"19",6,200,2,107
"20",3,182,2,88
"21",3,202,1,86
"22",1,209,1,94
"23",0,181,0,86
"24",1,192,0,84
"25",1,205,1,101
"26",2,171,0,76
"27",0,191,0,92
"28",1,190,0,95
"29",1,191,0,86
"30",4,190,1,99
"31",6,182,5,92
"32",3,201,1,100
"33",3,192,1,76
"34",2,195,0,88
"35",1,198,1,102
"36",2,194,2,98
"37",1,195,1,98
"38",2,196,0,96
"39",2,189,2,90
"40",2,215,0,94
"41",6,191,1,91
"42",1,216,1,93
"43",3,205,2,83
"44",3,175,2,82
"45",3,208,0,110
"46",3,187,1,82
"47",6,171,3,75
"48",1,202,0,85
"49",1,185,0,91
"50",3,203,1,101
"51",3,197,2,89
"52",2,209,1,87
"53",1,188,0,91
"54",0,200,0,94
"55",2,211,2,105
"56",1,203,1,112
"57",2,187,2,95
"58",1,200,1,92
"59",2,194,2,95
"60",1,189,0,98
"61",2,203,2,99
"62",1,193,0,100
"63",5,203,1,93
"64",2,194,1,90
"65",2,176,1,90
"66",3,192,0,105
"67",3,215,1,92
"68",1,188,1,88
"69",0,188,0,66
"70",4,181,3,95
"71",2,201,1,93
"72",3,205,0,91
"73",4,203,2,91
"74",3,201,2,104
"75",1,186,0,87
"76",3,197,0,89
"77",0,194,0,103
"78",4,203,1,100
"79",3,212,1,111
"80",0,188,0,96
"81",2,189,1,81
"82",3,209,0,88
"83",1,201,0,102
"84",0,204,0,92
"85",3,187,2,101
"86",0,194,0,86
"87",1,212,0,88
"88",3,199,0,84
"89",0,188,0,81
"90",1,187,1,98
"91",3,195,1,91
"92",2,212,0,87
"93",2,199,1,77
"94",5,184,2,96
"95",4,194,1,98
"96",1,220,0,109
"97",2,198,0,100
"98",1,212,1,108
"99",2,198,0,101
"100",2,195,2,88
