"","clonal_count","subclonal_count","binding_clonal","binding_subclonal"
"1",12,760,6,293
"2",11,737,4,270
"3",15,769,5,270
"4",10,772,2,280
"5",11,766,6,275
"6",8,758,4,268
"7",5,788,2,265
"8",11,809,4,263
"9",12,776,5,253
"10",14,772,4,283
"11",12,772,8,264
"12",7,804,2,290
"13",10,753,5,291
"14",4,791,3,261
"15",8,784,5,278
"16",13,783,4,272
"17",13,768,4,276
"18",10,788,4,288
"19",16,760,6,280
"20",12,765,5,257
"21",14,757,5,292
"22",11,794,4,289
"23",8,780,3,285
"24",14,734,4,277
"25",12,804,5,267
"26",12,779,6,250
"27",11,753,3,267
"28",14,791,3,267
"29",12,789,4,265
"30",7,799,2,287
"31",13,803,6,288
"32",10,775,3,268
"33",8,787,4,269
"34",15,734,5,269
"35",14,743,4,243
"36",13,772,6,284
"37",12,785,4,288
"38",6,761,2,265
"39",10,779,1,260
"40",9,785,3,290
"41",11,752,4,262
"42",15,766,7,270
"43",6,766,3,275
"44",11,793,3,296
"45",10,761,4,284
"46",13,780,7,285
"47",9,748,2,265
"48",15,787,6,272
"49",12,754,6,267
"50",10,734,4,279
"51",13,790,4,287
"52",16,840,5,278
"53",8,771,3,265
"54",15,770,10,273
"55",18,766,7,253
"56",16,790,4,265
"57",12,764,6,255
"58",8,766,4,264
"59",10,753,2,243
"60",11,794,6,284
"61",8,787,2,284
"62",12,748,5,280
"63",9,743,1,254
"64",13,777,4,289
"65",10,774,5,299
"66",4,804,1,279
"67",11,737,7,271
"68",12,794,4,309
"69",12,763,4,241
"70",12,745,7,256
"71",14,776,4,288
"72",16,790,6,286
"73",10,785,2,275
"74",5,757,2,259
"75",10,762,1,281
"76",12,757,4,272
"77",14,730,4,265
"78",13,760,3,285
"79",10,781,4,283
"80",11,755,4,253
"81",13,789,4,271
"82",17,760,6,258
"83",12,739,2,281
"84",7,777,0,256
"85",9,787,3,272
"86",12,775,4,300
"87",10,820,6,290
"88",7,772,2,303
"89",8,765,3,283
"90",4,779,1,221
"91",6,780,2,280
"92",15,779,7,269
"93",11,775,5,297
"94",6,775,2,274
"95",19,779,5,275
"96",5,781,3,271
"97",7,770,1,320
"98",6,803,3,298
"99",18,776,4,266
"100",14,757,7,276
